,0
538,https://www.patheos.com/blogs/troublerofisrael/2019/02/explaining-abortion-to-my-six-year-old-daughter/
539,https://www.patheos.com/blogs/divergence/2019/04/05/you-have-no-power-here/
540,https://www.patheos.com/blogs/slowchurch/2015/06/10/deeper-into-your-love-and-compassion-a-slow-church-benediction/
541,https://www.patheos.com/blogs/tippling/2019/04/04/sapolsky-the-negatives-of-income-inequality/
542,https://www.patheos.com/blogs/intentionalinsights/2018/09/the-pro-truth-pledge-prompts-truthful-behavior-according-to-psychology-studies/
543,https://www.patheos.com/blogs/jenniferchronicles/2016/06/one-day-at-a-time/
544,https://www.patheos.com/blogs/schaeffersghost/2019/03/an-old-school-fairy-tale-that-jars-with-the-modern-world/
545,https://www.patheos.com/blogs/mysticpost/2018/11/11/virgin-mary-appears-to-harvard-professor-i-found-myself-with-the-most-beautiful-woman-i-could-ever-imagine-her-voice-was-the-most-beautiful-i-had-ever-heard-this-is-so-powerful/
546,https://www.patheos.com/blogs/agora/2019/03/pan-celtic-hoofbeats-dont-expect-me-not-to-care/
547,https://www.patheos.com/blogs/spiritualdirection101/2018/12/advent-meditation-for-dec-23-praying-the-nativity/
548,https://www.patheos.com/blogs/fieldnotesonliving/2019/04/01/in-the-sea-of-dream/
549,https://www.patheos.com/blogs/bodhisattvaroad/2018/10/bodhidharmas-adventure/
550,https://www.patheos.com/blogs/everythingoldisnewagain/2018/10/a-view-from-the-womans-section/
551,https://www.patheos.com/blogs/viviannecrowley/2016/04/what-does-nature-do-for-us/
552,https://www.patheos.com/blogs/livingtradition/2018/11/the-meaning-of-awe/
553,https://www.patheos.com/blogs/chaosandoldnight/2019/03/1099/
554,https://www.patheos.com/blogs/scatteringsunshine/2018/07/nine-tips-for-preparing-for-a-new-school/
555,https://www.patheos.com/blogs/philosophicalfragments/2014/09/23/the-secularization-of-suicide-jerry-pattengale/
556,https://www.patheos.com/blogs/fromacommonwell/2019/01/land-sky-and-sea-in-devotional-practice/
557,https://www.patheos.com/blogs/yearofpolygamy/2016/08/many-mormonisms/
558,https://www.patheos.com/blogs/shatteringparadigms/2019/03/where-the-splc-went-wrong/
559,https://www.patheos.com/blogs/splitthemoon/2014/10/not-totally-loosey-goosey/
560,https://www.patheos.com/blogs/splitthemoon/2014/10/life-plus-30-murder-lies-the-anatomy-of-a-wrongful-conviction/
561,https://www.patheos.com/blogs/uncommongodcommongood/2019/04/lenten-extravagance/
562,https://www.patheos.com/blogs/henrykarlson/2019/04/pride/
563,https://www.patheos.com/blogs/brandondsmith/2017/08/blood-moons-babylonian-whores-reading-revelation-rightly/
564,https://www.patheos.com/blogs/susanwright/2019/04/dhs-secretary-kirstjen-nielsen-is-the-latest-trump-administration-ouster/
565,https://www.patheos.com/blogs/bornagaincatholic/2018/05/global-rosary-relay-set-for-june-8th-68-nations-to-participate/
566,https://www.patheos.com/blogs/eidos/2019/04/the-enchanted-cottage-a-motion-picture-dante-purgatory-and-me/
567,https://www.patheos.com/blogs/askangus/2018/07/ask-angus-42/
568,https://www.patheos.com/blogs/translatingworlds/2018/09/just-the-start-of-school-again/
569,https://www.patheos.com/blogs/faithforward/2018/06/stay-alive-the-dual-tragedies-of-kate-spade-and-anthony-bourdain/
570,https://www.patheos.com/blogs/everydayethics/2018/03/atheists-really-theists-disguise/
571,https://www.patheos.com/blogs/mercynotsacrifice/2019/01/22/our-sin-is-not-a-zero-sum-game/
572,https://www.patheos.com/blogs/laughingindisbelief/2019/04/andys-follies-32-equivocation/
573,https://www.patheos.com/blogs/faithinpubliclife/2018/10/is-democracy-done-the-road-after-kavanaugh/
574,https://www.patheos.com/blogs/muslimahnextdoor/2018/10/the-year-of-25-give-or-take-steps-an-autism-disability-story/
575,https://www.patheos.com/blogs/loveinshallah/2015/05/20/girl-bachelor/
576,https://www.patheos.com/blogs/zhoag/2017/07/05/trumping-god/
577,https://www.patheos.com/blogs/sacrednaturalism/2017/12/users-guide-for-evolutionary-well-being/
578,https://www.patheos.com/blogs/nbamuslims/2019/03/27/5671/
579,https://www.patheos.com/blogs/catholicauthenticity/2019/03/sexual-coercion-and-spousal-rape-what-the-church-needs-to-do/
580,https://www.patheos.com/blogs/quranalyzeit/2015/08/05/seeking-common-ground/
581,https://www.patheos.com/blogs/thegreatdivide/2017/02/where-to-begin/
582,https://www.patheos.com/blogs/carynriswold/2017/05/gender-studies-transforms-religions/
583,https://www.patheos.com/blogs/bootcampaign/2016/10/polls-protests-and-halloween-candy-surprising-ways-to-teach-your-kids-patriotism/
584,https://www.patheos.com/blogs/hindtrospectives/2017/02/boxes-spoken-word/
585,https://www.patheos.com/blogs/livingtradition/2018/12/1381/
586,https://www.patheos.com/blogs/strategicmonk/2019/04/06/practices-from-the-inside-out-when-spiritual-life-gets-a-little-intense/
587,https://www.patheos.com/blogs/philosophicalfragments/2015/06/30/reflections-on-the-gay-marriage-decision/
588,https://www.patheos.com/blogs/brandondsmith/2017/08/the-smorgasbord-8417/
589,https://www.patheos.com/blogs/victoriousliving/2019/03/choose-your-narrative-carefully/
590,https://www.patheos.com/blogs/todojustice/2018/05/13/all-i-want-for-mothers-day-is-an-end-to-poverty/
591,https://www.patheos.com/blogs/hearthandhome/2017/11/carlos-correa-won-world-series-asked-girlfriend-field/
592,https://www.patheos.com/blogs/secularoutpost/2019/03/26/the-euthyphro-dilemma-part-3-reasons-and-moral-obligations/
593,https://www.patheos.com/blogs/ashleywillis/2019/01/understanding-justice-mercy-and-grace/
594,https://www.patheos.com/blogs/unfundamentalistchristians/2017/09/shoes-hurricane-story/
595,https://www.patheos.com/blogs/peculiarpeople/2018/08/do-married-mormon-men-understand-consent/
596,https://www.patheos.com/blogs/islamahmadiyya/2018/07/a-common-misconception-answered/
597,https://www.patheos.com/blogs/browneyedamazon/2018/04/home-is-about-who-you-are-when-you-are-there/
598,https://www.patheos.com/blogs/shatteringparadigms/2019/02/why-we-are-not-going-to-have-a-conversation-on-race/
599,https://www.patheos.com/blogs/chrisicisms/2017/10/12/review-blade-runner-2049-ryan-gosling-harrison-ford/
600,https://www.patheos.com/blogs/mysticpost/2018/08/17/what-creepy-michael-voris-wont-tell-his-readers/
601,https://www.patheos.com/blogs/ashleywillis/2019/01/how-to-stand-for-whats-right-in-your-marriage/
602,https://www.patheos.com/blogs/geneveith/2019/04/in-my-hour-of-darkness/
603,https://www.patheos.com/blogs/professionoffaith/2016/06/fathers-are-allowed-to-say-stupid-things-on-their-sons-behalf/
604,https://www.patheos.com/blogs/wakeupcall/2019/04/this-may-be-the-best-description-of-god-ever/
605,https://www.patheos.com/blogs/professionoffaith/2017/07/this-is-how-women-work/
606,https://www.patheos.com/blogs/hindtrospectives/2017/02/safia-elhillo-art-identity-belonging/
607,https://www.patheos.com/blogs/rationalsufi/2018/03/memo-to-crown-prince-muhammad-bin-salman-moderate-islam-needs-democracy/
608,https://www.patheos.com/blogs/franciscanactivist/2017/10/tribute-friend-anne/
609,https://www.patheos.com/blogs/rogereolson/2019/03/can-a-modern-scientist-believe-in-god-and-miracles/
610,https://www.patheos.com/blogs/starandsnake/2018/07/statement-from-aoda-grand-archdruid-about-treatment-of-asylum-seekers/
611,https://www.patheos.com/blogs/nbamuslims/2019/03/19/5644/
612,https://www.patheos.com/blogs/sarahthebarge/2018/11/not-by-putting-little-crosses-on-the-shoes/
613,https://www.patheos.com/blogs/johnshore/2018/12/37486/
614,https://www.patheos.com/blogs/betweentwokingdoms/2018/08/starting-a-secret-fire-a-review-of-jonathan-mcintoshs-the-flame-imperishable-tolkien-st-thomas-and-the-metaphysics-of-faerie/
615,https://www.patheos.com/blogs/professionoffaith/2017/02/professional-integrity/
616,https://www.patheos.com/blogs/fridaynightheretics/2016/10/the-mother-daughter-moment-i-always-wanted-was-with-my-daughter/
617,https://www.patheos.com/blogs/clippityclip/2017/09/angelica-hale-brings-house-americas-got-talent/
618,https://www.patheos.com/blogs/soulandcity/2018/05/beyond-the-mormon-moment/
619,https://www.patheos.com/blogs/merebreath/2017/06/01/morning-sickness-vs-hyperemesis-gravidarum-know-difference/
620,https://www.patheos.com/blogs/manlytrainingministries/2019/03/men-cry/
621,https://www.patheos.com/blogs/themuslimhippie/2018/11/05/it-all-matters-and-so-do-you/
622,https://www.patheos.com/blogs/jaysondbradley/2019/01/whats-the-narrow-way-jesus-taught-about-its-love/
623,https://www.patheos.com/blogs/viviannecrowley/2017/01/light-darkness-brigantias-day/
624,https://www.patheos.com/blogs/centered/2015/03/living-generously-with-pete-shimer-cfo-deloitte/
625,https://www.patheos.com/blogs/azizpoonawalla/2018/07/minority-rule/
626,https://www.patheos.com/blogs/fourfaces/2018/07/what-happened-at-edens-gate-part-2/
627,https://www.patheos.com/blogs/jonathanwilsonhartgrove/2015/03/a-white-southerner-in-the-freedom-movement/
628,https://www.patheos.com/blogs/thehighcalling/2015/07/lead-with-respect-in-three-easy-steps/
629,https://www.patheos.com/blogs/faithforward/2018/06/jeff-sessions-lies-about-the-bible-and-about-immigrant-children/
630,https://www.patheos.com/blogs/shalominthecity/2017/07/there-are-no-white-hats-here-mondays-manifesto/
631,https://www.patheos.com/blogs/spiritualdirection101/2019/03/making-a-living-off-spiritual-direction/
632,https://www.patheos.com/blogs/heartfelt/2018/01/time-talk-one-common-hormonal-disorders-among-women-polycystic-ovary-syndrome-pcos/
633,https://www.patheos.com/blogs/jewishvoices/2018/11/following-pittsburgh-a-sea-change-tree-of-life-american-jews-shabbat/
634,https://www.patheos.com/blogs/faithwithwisdom/2017/03/lent-sacrifice-time-not-chocolate/
635,https://www.patheos.com/blogs/starandsnake/2018/05/is-the-term-black-magic-racist/
636,https://www.patheos.com/blogs/secularcinephile/2019/03/despite-its-hype-arctic-left-me-mostly-cold/
637,https://www.patheos.com/blogs/brotherrichard/2016/08/what-does-the-bible-and-nostradamus-say-about-donald-trump-hillary-clinton-and-vladimir-putin/
638,https://www.patheos.com/blogs/sickpilgrim/2019/02/respond-to-the-closet-and-the-cage-with-compassion/
639,https://www.patheos.com/blogs/throughbrokenroses/2018/06/11/homily-for-the-funeral-mass-of-anthony-gallegos/
640,https://www.patheos.com/blogs/ilchilee/2018/08/07/living-a-life-of-service-without-burning-out/
641,https://www.patheos.com/blogs/secularvoices/2018/11/01/my-response-to-a-christian-who-responded-to-a-call-for-guest-writers/
642,https://www.patheos.com/blogs/reelfaith/2019/04/van-jones-redemption-project-spreads-grace-forgiveness.html/
643,https://www.patheos.com/blogs/starandsnake/2019/03/does-my-body-demonstrate-my-spiritual-worth/
644,https://www.patheos.com/blogs/hindu2/2014/09/swami-vivekananda-quotes-thoughts/
645,https://www.patheos.com/blogs/aconvergenceofthought/2018/09/the-beginnings-of-a-convergence-of-thoughts/
646,https://www.patheos.com/blogs/secularoutpost/2019/03/13/the-euthyphro-dilemma-part-2-arbitrariness/
647,https://www.patheos.com/blogs/erickaandersen/2018/06/so-i-heard-from-god-today/
648,https://www.patheos.com/blogs/mariadixonhall/2017/06/confessions-medicaid-mom/
649,https://www.patheos.com/blogs/rhemedia/2014/02/check-out-the-new-one-to-another-atlanta-music-video/
650,https://www.patheos.com/blogs/spiritualitychannelseries/2018/09/3-ways-to-live-more-mindfully/
651,https://www.patheos.com/blogs/kacealexander/2018/05/magical-evocation/
652,https://www.patheos.com/blogs/slacktivist/2019/04/05/lbcf-no-230-karma-police/
653,https://www.patheos.com/blogs/aliciacrosby/2018/05/songs-in-the-key-of-me/
654,https://www.patheos.com/blogs/witchesandwine/2018/07/to-be-an-atheist-witch/
655,https://www.patheos.com/blogs/writingfromtheedge/2019/03/british-mps-wont-get-to-see-witchhunt-in-the-house-of-commons-the-very-place-it-needs-to-be-shown/
656,https://www.patheos.com/blogs/conventionofstates/2018/07/god-bless-the-deep-state-wapo-editor-calls-for-open-rebellion/
657,https://www.patheos.com/blogs/thefluencyofhope/2018/11/bipolar-is-a-riptide-breathing-lessons/
658,https://www.patheos.com/blogs/catholicnews/2017/11/catholic-university-of-america-offers-free-tuition-to-puerto-rican-students/
659,https://www.patheos.com/blogs/christiandemocracy/2018/12/an-advent-reflection/
660,https://www.patheos.com/blogs/theinnerroom/2016/09/discovering-humanity-through-whispered-poetry-in-an-age-of-rhetorical-explosives/
661,https://www.patheos.com/blogs/fromacommonwell/2019/01/devotion-sea/
662,https://www.patheos.com/blogs/loveinshallah/2015/05/22/hip-hop-hijabis-spitting-rhymes-about-being-muslim-and-female/
663,https://www.patheos.com/blogs/philosophicalfragments/2014/12/05/suffering-through-the-prism-of-faith/
664,https://www.patheos.com/blogs/popculturecoramdeo/2018/10/episode-alert-hill-house/
665,https://www.patheos.com/blogs/ahappymedium/2019/03/dumpsterdiving/
666,https://www.patheos.com/blogs/translatingworlds/2018/09/parent-rite-of-passage/
667,https://www.patheos.com/blogs/awc/2017/01/500-years-later-why-the-reformation-still-matters/
668,https://www.patheos.com/blogs/starandsnake/2019/04/existence-is-pure-joy/
669,https://www.patheos.com/blogs/godlessindixie/2019/03/04/projects-in-the-works/
670,https://www.patheos.com/blogs/goodletters/2018/10/humans-love-heroes/
671,https://www.patheos.com/blogs/marilynmcentyre/2017/04/too-much-with-us/
672,https://www.patheos.com/blogs/projectawaken/2015/09/spearheading-the-spiritual-revolution-reflections-on-oprahs-new-super-soul-sessions-program/
673,https://www.patheos.com/blogs/revangelical/2018/10/10/ending-polarization-through-voting-with-jesus.html
674,https://www.patheos.com/blogs/notinggrace/2017/06/i-diyed-that-week-17/
675,https://www.patheos.com/blogs/terrygaspard/2019/03/the-right-and-wrong-way-to-apologize/
676,https://www.patheos.com/blogs/thechristianrevolution/2018/12/american-paganism/
677,https://www.patheos.com/blogs/workingcatholic/2019/01/justice-day/
678,https://www.patheos.com/blogs/doxologyproject/2016/02/04/welcome-to-the-doxology-project/
679,https://www.patheos.com/blogs/voxnova/2019/01/06/so-what-is-the-problem-a-post-to-start-a-discussion/
680,https://www.patheos.com/blogs/mercynotsacrifice/2019/02/27/support-the-african-movement-for-inclusion/
681,https://www.patheos.com/blogs/workingcatholic/2018/11/eucharist-in-advent/
682,https://www.patheos.com/blogs/oikonomia/2016/11/what-christians-can-learn-from-adam-smiths-paradox-of-value/
683,https://www.patheos.com/blogs/interspirituality/2018/07/stress-know-thy-frenemy/
684,https://www.patheos.com/blogs/faithshift/2018/04/practicing-resurrection/
685,https://www.patheos.com/blogs/shrinkingcamel/2015/11/23/the-evolution-of-christian-branding-3/
686,https://www.patheos.com/blogs/onedegreetoanother/2018/11/sadness/
687,https://www.patheos.com/blogs/samudra/2018/05/can-we-stop-using-animal-as-an-insult-please/
688,https://www.patheos.com/blogs/goodletters/2018/10/on-writing-odes-taking-time-to-celebrate/
689,https://www.patheos.com/blogs/samrocha/2017/02/us-dept-education/
690,https://www.patheos.com/blogs/ashleywillis/2018/08/the-ongoing-parental-debate-what-freedoms-responsibilities-are-age-appropriate-for-our-kids/
691,https://www.patheos.com/blogs/thenakedjesus/2019/03/why-are-you-not-evangelical/
692,https://www.patheos.com/blogs/jonathanstorment/2018/05/everyday-rebellion/
693,https://www.patheos.com/blogs/bibleandculture/2019/04/07/confronting-ot-controversies-part-three/
694,https://www.patheos.com/blogs/notesfromthetemple/2017/12/forgetting-take-refuge/
695,https://www.patheos.com/blogs/stevethemissionary/2017/05/slapping-laura-across-face/
696,https://www.patheos.com/blogs/betweentwokingdoms/2018/10/against-the-hermeneutic-of-harm/
697,https://www.patheos.com/blogs/clippityclip/2017/08/dog-balances-objects-head-like-champ/
698,https://www.patheos.com/blogs/hijabihandshaker/2018/08/struggle-in-being-god-consciousness/
699,https://www.patheos.com/blogs/tippling/2019/04/05/mitch-mcconnell-going-nuclear/
700,https://www.patheos.com/blogs/faithfuldemocrats/2016/06/badfruit/
701,https://www.patheos.com/blogs/mariadixonhall/2016/07/after-the-morning-after-taylor-swift-united-methodists-and-west-coast-heartbreak/
702,https://www.patheos.com/blogs/todojustice/2018/05/03/the-danger-of-evangelicals-its-not-about-hillary-anymore/
703,https://www.patheos.com/blogs/oikonomia/2016/11/technology-seen-and-unseen/
704,https://www.patheos.com/blogs/theporch/2018/08/the-ministry-of-ordinary-places-from-shannan-martin/
705,https://www.patheos.com/blogs/radicalchristianmillennial/2017/11/jordan-chariton-sexual-abuse/
706,https://www.patheos.com/blogs/henrykarlson/2019/04/the-blasphemy-of-calumny/
707,https://www.patheos.com/blogs/jimerwin/2019/02/11/i-love-my-church/
708,https://www.patheos.com/blogs/jesuscreed/2019/04/10/what-has-science-actually-found-about-morality/
709,https://www.patheos.com/blogs/byathameandstang/2019/01/life-magic-cecil-williamson/
710,https://www.patheos.com/blogs/themuslimhippie/2017/09/07/milestones-mental-illness-accepting-islam/
711,https://www.patheos.com/blogs/soulandcity/2018/01/plagues-egypt-gods-justice/
712,https://www.patheos.com/blogs/yearofpolygamy/2016/11/how-polygamy-affects-society/
713,https://www.patheos.com/blogs/peculiarpeople/2018/08/sorry-to-bother-you-the-human-body-as-technology/
714,https://www.patheos.com/blogs/rationaldoubt/2019/04/stephen-laws-5-morals-to-guide-atheists-believers-in-debates/
715,https://www.patheos.com/blogs/thenakedjesus/2018/04/too-little-too-late/
716,https://www.patheos.com/blogs/faithshift/2018/06/we-just-cant-anymore-for-a-reason/
717,https://www.patheos.com/blogs/ecperson/2019/03/05/the-woman-sophia-notes-on-kyivan-womanism/
718,https://www.patheos.com/blogs/templeofthefuture/2018/04/secular-social-justice-con-this-weekend-watch-online/
719,https://www.patheos.com/blogs/hawkeye/2017/10/do-we-live-in-a-rape-culture/
720,https://www.patheos.com/blogs/faithfuldemocrats/2016/06/the-alarming-discrepancy-between-clinton-and-trump-endorsements/
721,https://www.patheos.com/blogs/popculturecoramdeo/2018/11/horror-as-counterfeit-atonement-or-longing-for-a-better-world/
722,https://www.patheos.com/blogs/rolltodisbelieve/2019/03/28/why-people-rightly-distrust-evangelical-research/
723,https://www.patheos.com/blogs/gregepstein/2016/01/atheist-meditation-mark-w-gura-and-rick-heller-in-dialogue/
724,https://www.patheos.com/blogs/bibleandculture/2019/04/02/the-new-beatitudes/
725,https://www.patheos.com/blogs/coloringoutsidethelines/2019/03/are-you-an-oregonian/
726,https://www.patheos.com/blogs/loveinshallah/2015/05/08/i-want-more/
727,https://www.patheos.com/blogs/kaitlinbcurtice/2017/11/03/day-3-indigenous-belief-gospel/
728,https://www.patheos.com/blogs/azizpoonawalla/2018/08/positive-politics/
729,https://www.patheos.com/blogs/stevethemissionary/2017/08/nazis-come-town/
730,https://www.patheos.com/blogs/timwright/2016/08/utter-recklessness-grace-wont-believe-objects-gods-favor/
731,https://www.patheos.com/blogs/faithwalkers/2017/11/everyone-clear-business-exists/
732,https://www.patheos.com/blogs/livingaholyadventure/2019/02/the-adventurous-lectionary-the-sixth-sunday-after-epiphany-february-17-2019/
733,https://www.patheos.com/blogs/watchinggod/2019/03/wonder-park-contains-a-wonderful-message-about-creativity/
734,https://www.patheos.com/blogs/schaeffersghost/2019/03/whats-wrong-with-schools-these-days/
735,https://www.patheos.com/blogs/whiskeypreacher/2015/05/the-wobbly-parts/
736,https://www.patheos.com/blogs/freedhearts/2017/10/10/child-just-come-out/
737,https://www.patheos.com/blogs/markdroberts/2018/11/26/how-to-make-your-job-so-much-more-than-just-a-job/
738,https://www.patheos.com/blogs/fuller/2017/09/liturgical-meditations-ordinary-time/
739,https://www.patheos.com/blogs/luminousliving/2016/06/coming-into-our-true-shape-life-after-orlando/
740,https://www.patheos.com/blogs/notinggrace/2017/06/painting-knotty-pine/
741,https://www.patheos.com/blogs/adrianwarnock/2018/12/ten-commandments-of-jesus/
742,https://www.patheos.com/blogs/onedegreetoanother/2018/10/living-death/
743,https://www.patheos.com/blogs/freedhearts/2017/10/03/threat/
744,https://www.patheos.com/blogs/heavenlycreatures/2016/08/dream-big-with-the-wishgranter-animated-short-film-video/
745,https://www.patheos.com/blogs/catholicauthenticity/2019/03/psa-nfp-is-not-compatible-with-alcoholism-or-abuse/
746,https://www.patheos.com/blogs/holywrit/2018/04/the-great-bible-of-mainz-the-story-of-a-little-known-handwritten-bible/
747,https://www.patheos.com/blogs/fieldnotesonliving/2019/03/11/aftercloud/
748,https://www.patheos.com/blogs/unsystematictheology/2018/03/want-understand-bultmann-heres-little-book/
749,https://www.patheos.com/blogs/thehighcalling/2015/08/how-to-build-a-legacy/
750,https://www.patheos.com/blogs/themuslimmonad/2019/02/long-live-love/
751,https://www.patheos.com/blogs/unsystematictheology/2017/12/jesus-intersex-mary/
752,https://www.patheos.com/blogs/pilgrimsroadtrip/2017/05/no-thing-free-lunch/
753,https://www.patheos.com/blogs/politicsblue/2016/06/were-all-in-trouble-if-politics-becomes-our-new-religion/
754,https://www.patheos.com/blogs/kimberlystover/2018/05/03/peace-church/
755,https://www.patheos.com/blogs/seanlowe/2017/03/9-months-figured-fatherhood/
756,https://www.patheos.com/blogs/almihrab/2018/06/knowing-when-to-seek-help/
757,https://www.patheos.com/blogs/thefont/2018/09/pondering-catholic-identity-in-a-time-of-crisis/
758,https://www.patheos.com/blogs/manlytrainingministries/2019/04/children-and-wisdom/
759,https://www.patheos.com/blogs/publiccatholic/2018/10/suspect-arrested-in-connection-with-mail-bombs-sent-to-trump-critics/
760,https://www.patheos.com/blogs/astrology/2017/05/twin-peaks-location-black-lodge-revealed/
761,https://www.patheos.com/blogs/askamuslim/2019/03/christchurch-mosques-shootings-a-sober-reminder-of-the-times-we-live-in/
762,https://www.patheos.com/blogs/someassemblyrequired/2019/04/overcoming-our-angry-hearts/
763,https://www.patheos.com/blogs/fieldnotesonliving/2019/02/12/beyond-myself/
764,https://www.patheos.com/blogs/infernal/2019/04/the-satanic-temple-appeals-8th-circuit-court-abortion-case-dismissal/
765,https://www.patheos.com/blogs/biblicallyliterate/2018/10/are-you-reading-the-bible-wrong/
766,https://www.patheos.com/blogs/cbf/2018/11/cbf-podcast-live-from-the-general-assembly-podcast-stage/
767,https://www.patheos.com/blogs/rogereolson/2019/03/when-will-this-nightmare-end-personal-musings-about-trump/
768,https://www.patheos.com/blogs/goodandtruth/2018/05/much-ado-about-saying-goodbye/
769,https://www.patheos.com/blogs/rhemedia/2013/12/givingtuesday-does-why-we-give-matter/
770,https://www.patheos.com/blogs/jimerwin/2019/01/15/reaching-out-to-the-digital-generation-for-jesus-christ/
771,https://www.patheos.com/blogs/theshoelessbanshee/2019/03/13/what-i-learned-while-writing-a-novel/
772,https://www.patheos.com/blogs/notesfromthetemple/2017/12/230/
773,https://www.patheos.com/blogs/tippling/2019/04/07/paedophilia-potential-lack-of-consequences-to-a-design-action/
774,https://www.patheos.com/blogs/ashleywillis/2018/01/youre-marriage-hanging-thread-4-things-right-now/
775,https://www.patheos.com/blogs/fieldnotesonliving/2019/03/25/instructions-to-my-smaller-self/
776,https://www.patheos.com/blogs/sheilaqualls/2019/03/how-can-i-change-my-husband-2/
777,https://www.patheos.com/blogs/ahappymedium/2019/03/mercuryretrograde-2/
778,https://www.patheos.com/blogs/templeofthefuture/2017/11/massresistance-hate-group-targeting-st-louis-children/
779,https://www.patheos.com/blogs/mormontherapist/2019/04/plea-to-president-nelson-about-families.html/
780,https://www.patheos.com/blogs/mariadixonhall/2018/01/maybe-alt-right-right-futility-dream/
781,https://www.patheos.com/blogs/livingaholyadventure/2019/03/the-adventurous-lectionary-the-third-sunday-in-lent-march-24-2019/
782,https://www.patheos.com/blogs/hawkeye/2017/06/bill-89-and-the-legal-assault-on-the-family-in-canada/
783,https://www.patheos.com/blogs/revealingyourluminessence/2015/11/perfection-amidst-imperfection/
784,https://www.patheos.com/blogs/henrykarlson/2019/04/anger/
785,https://www.patheos.com/blogs/theruleandtheraven/2017/03/07/therapy-life-faith/
786,https://www.patheos.com/blogs/divergence/2019/01/01/poor-wayne-grudem/
787,https://www.patheos.com/blogs/anxiousbench/2019/04/the-politics-of-repentance/
788,https://www.patheos.com/blogs/rolltodisbelieve/2019/04/06/if-only-gary-smalleys-fans-knew-what-a-hypocrite-he-was/
789,https://www.patheos.com/blogs/hearthandhome/2017/10/exclusive-clip-goodbye-christopher-robin/
790,https://www.patheos.com/blogs/revangelical/2018/11/03/a-christian-values-voter-guide-for-the-midterms.html
791,https://www.patheos.com/blogs/waystationinthewilderness/2019/04/review-of-glorious-weakness-discovering-god-in-all-we-lack/
792,https://www.patheos.com/blogs/askamuslim/2019/01/what-does-it-mean-to-be-a-muslim/
793,https://www.patheos.com/blogs/agora/2019/04/emergency-magic-on-the-go-the-magic-kit/
794,https://www.patheos.com/blogs/faithwithwisdom/2016/10/why-trumps-candidacy-makes-the-case-for-the-separation-for-church-and-state/
795,https://www.patheos.com/blogs/secularvoices/2018/11/28/coming-out-as-an-atheist-pastor-has-consequences-but-you-can-help/
796,https://www.patheos.com/blogs/biblicallyliterate/2018/10/inerrancy-and-the-gnostic-heresy/
797,https://www.patheos.com/blogs/gregepstein/2015/12/harvard-humanist-of-the-year-2015-john-amaechi-o-b-e/
798,https://www.patheos.com/blogs/faithshift/2017/10/goddamage/
799,https://www.patheos.com/blogs/singod/2018/10/one-resource-inspires/
800,https://www.patheos.com/blogs/sabrshukr/2019/01/advice-for-the-muslim-bachelors-bachelorettes/
801,https://www.patheos.com/blogs/themuslimhippie/2018/04/19/acceptance-my-illness-working-with-my-body-and-losing-weight/
802,https://www.patheos.com/blogs/johnshore/2015/10/taking-out-the-garbage-your-parents-taught-you-about-yourself/
803,https://www.patheos.com/blogs/jewishvoices/2018/03/first-to-jump-into-the-reed-sea-red-sea-exodus-sea-of-reeds/
804,https://www.patheos.com/blogs/faithwalkers/2017/01/straight-talk-women-jesus-isnt-enough/
805,https://www.patheos.com/blogs/biblicallyliterate/2018/10/dreaming-about-the-bible-at-yale-divinity-school/
806,https://www.patheos.com/blogs/laughingindisbelief/2019/04/president-trump-attacks-impeach-the-card-slap-game/
807,https://www.patheos.com/blogs/truthtopower/2018/05/when-muslims-join-forces-with-an-anti-black-hate-group/
808,https://www.patheos.com/blogs/starlight/2019/02/the-abcs-of-witchcraft-a-poem/
809,https://www.patheos.com/blogs/unsystematictheology/2017/12/reading-virgin-birth-legend-creative-hagiography/
810,https://www.patheos.com/blogs/jesuscreed/2019/04/07/almighty-god-you-alone/
811,https://www.patheos.com/blogs/hispanicevangelicalsandthelambsagenda/2017/02/will-god-betsy-devos/
812,https://www.patheos.com/blogs/doubletoilandresist/2019/04/the-morrigans-use-of-nightmares/
813,https://www.patheos.com/blogs/mysticpost/2018/11/02/november-2-2018-mirjanas-apparition-with-the-blessed-mother-my-motherly-heart-suffers-as-i-am-looking-at-my-children-who-do-not-love-the-truth-those-who-are-hiding-it/
814,https://www.patheos.com/blogs/reasonadvocates/2019/03/05/an-infidel-reads-the-quran-chapters-87-92-89-93-94-103/
815,https://www.patheos.com/blogs/askamuslim/2019/03/trump-is-an-inspiration-to-white-supremacist-terrorists/
816,https://www.patheos.com/blogs/anotherbreedoffaith/2018/12/has-science-killed-the-world-trying-to-understand-it/
817,https://www.patheos.com/blogs/bibleandculture/2019/04/03/priscilla-an-early-christian-life/
818,https://www.patheos.com/blogs/islamahmadiyya/2018/08/we-should-reflect-on-what-the-founding-fathers-intended/
819,https://www.patheos.com/blogs/jimerwin/2019/01/27/how-my-church-can-help-me/
820,https://www.patheos.com/blogs/irreverin/2019/03/the-church-and-trending-homophobia-what-are-we-afraid-of/
821,https://www.patheos.com/blogs/preventingrace/2019/03/31/a-pigsty-of-procrastination/
822,https://www.patheos.com/blogs/doubletoilandresist/2019/03/using-daffodils-in-magick/
823,https://www.patheos.com/blogs/adrianwarnock/2018/12/christmas-greeting-health-update/
824,https://www.patheos.com/blogs/mishamagdalene/2019/03/unbearable-whiteness-white-fragility/
